date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:03:03	6922/6922	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Sep%202023%2004:33:02%20GMT	https://demo.testfire.net/default.jsp	D:/HTTRack%20Prj/Testfire/demo.testfire.net/default.62.delayed	(from https://demo.testfire.net/high_yield_investments.htm)
10:03:04	4113/4113	---M--	200	added ('OK')	image/gif	etag:W/%224113-1497451722000%22	https://demo.testfire.net/images/altoro.gif	D:/HTTRack%20Prj/Testfire/demo.testfire.net/images/altoro.gif	(from https://demo.testfire.net/high_yield_investments.htm)
10:03:06	6922/6922	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Sep%202023%2004:33:04%20GMT	https://demo.testfire.net/altoro/images/gradient.jpg	D:/HTTRack%20Prj/Testfire/demo.testfire.net/altoro/images/gradient.64.delayed	(from https://demo.testfire.net/high_yield_investments.htm)
10:03:07	6922/6922	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Sep%202023%2004:33:05%20GMT	https://demo.testfire.net/security.htm	D:/HTTRack%20Prj/Testfire/demo.testfire.net/security.65.delayed	(from https://demo.testfire.net/high_yield_investments.htm)
10:03:08	6848/6848	---M--	200	added ('OK')	image/jpeg	etag:W/%226848-1497451722000%22	https://demo.testfire.net/images/b_retirement.jpg	D:/HTTRack%20Prj/Testfire/demo.testfire.net/images/b_retirement.jpg	(from https://demo.testfire.net/retirement.htm)
10:03:09	43/43	---M--	200	added ('OK')	image/gif	etag:W/%2243-1497451722000%22	https://demo.testfire.net/images/spacer.gif	D:/HTTRack%20Prj/Testfire/demo.testfire.net/images/spacer.gif	(from https://demo.testfire.net/index.jsp?content=inside_executives.htm)
10:03:12	6826/6826	---M--	200	added ('OK')	text/html	date:Thu,%2021%20Sep%202023%2004:33:09%20GMT	https://demo.testfire.net/index.jsp?content=	D:/HTTRack%20Prj/Testfire/demo.testfire.net/indexfd9c.html	(from https://demo.testfire.net/index.jsp?content=inside_jobs.htm)
10:03:13	10729/10729	---MC-	200	added ('OK')	text/html	date:Thu,%2021%20Sep%202023%2004:33:11%20GMT	https://demo.testfire.net/index.jsp?content=inside_jobs.htm&job=ExecutiveAssistant:Administration	D:/HTTRack%20Prj/Testfire/demo.testfire.net/index972c.html	(from https://demo.testfire.net/index.jsp?content=inside_jobs.htm)
10:03:14	10729/10729	---MC-	200	added ('OK')	text/html	date:Thu,%2021%20Sep%202023%2004:33:12%20GMT	https://demo.testfire.net/index.jsp?content=inside_jobs.htm&job=Teller:ConsumaerBanking	D:/HTTRack%20Prj/Testfire/demo.testfire.net/index0e02.html	(from https://demo.testfire.net/index.jsp?content=inside_jobs.htm)
10:03:16	10729/10729	---MC-	200	added ('OK')	text/html	date:Thu,%2021%20Sep%202023%2004:33:14%20GMT	https://demo.testfire.net/index.jsp?content=inside_jobs.htm&job=CustomerServiceRepresentative:CustomerService	D:/HTTRack%20Prj/Testfire/demo.testfire.net/indexe50f.html	(from https://demo.testfire.net/index.jsp?content=inside_jobs.htm)
10:03:19	10729/10729	---MC-	200	added ('OK')	text/html	date:Thu,%2021%20Sep%202023%2004:33:15%20GMT	https://demo.testfire.net/index.jsp?content=inside_jobs.htm&job=LoyaltyMarketingProgramManager:Marketing	D:/HTTRack%20Prj/Testfire/demo.testfire.net/index049b.html	(from https://demo.testfire.net/index.jsp?content=inside_jobs.htm)
10:03:20	10729/10729	---MC-	200	added ('OK')	text/html	date:Thu,%2021%20Sep%202023%2004:33:19%20GMT	https://demo.testfire.net/index.jsp?content=inside_jobs.htm&job=OperationalRiskManager:RiskManagement	D:/HTTRack%20Prj/Testfire/demo.testfire.net/indexfa22.html	(from https://demo.testfire.net/index.jsp?content=inside_jobs.htm)
10:03:22	10729/10729	---MC-	200	added ('OK')	text/html	date:Thu,%2021%20Sep%202023%2004:33:20%20GMT	https://demo.testfire.net/index.jsp?content=inside_jobs.htm&job=MortgageLendingAccountExecutive:Sales	D:/HTTRack%20Prj/Testfire/demo.testfire.net/index0aa1-2.html	(from https://demo.testfire.net/index.jsp?content=inside_jobs.htm)
10:03:24	7036/7036	---MC-	200	added ('OK')	text/html	date:Thu,%2021%20Sep%202023%2004:33:22%20GMT	https://demo.testfire.net/survey_questions.jsp?step=b	D:/HTTRack%20Prj/Testfire/demo.testfire.net/survey_questionse858.html	(from https://demo.testfire.net/survey_questions.jsp?step=a)
10:03:25	6922/6922	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Sep%202023%2004:33:23%20GMT	https://demo.testfire.net/Documents/JohnSmith/VoluteeringInformation.pdf	D:/HTTRack%20Prj/Testfire/demo.testfire.net/Documents/JohnSmith/VoluteeringInformation.71.delayed	(from https://demo.testfire.net/index.jsp?content=inside_volunteering.htm)
10:03:27	7013/7013	---MC-	200	added ('OK')	text/html	date:Thu,%2021%20Sep%202023%2004:33:25%20GMT	https://demo.testfire.net/survey_questions.jsp?step=c	D:/HTTRack%20Prj/Testfire/demo.testfire.net/survey_questions3045.html	(from https://demo.testfire.net/survey_questions.jsp?step=b)
10:03:28	7042/7042	---MC-	200	added ('OK')	text/html	date:Thu,%2021%20Sep%202023%2004:33:27%20GMT	https://demo.testfire.net/survey_questions.jsp?step=d	D:/HTTRack%20Prj/Testfire/demo.testfire.net/survey_questions2e4d.html	(from https://demo.testfire.net/survey_questions.jsp?step=c)
10:03:30	7374/7374	---MC-	200	added ('OK')	text/html	date:Thu,%2021%20Sep%202023%2004:33:28%20GMT	https://demo.testfire.net/survey_questions.jsp?step=email	D:/HTTRack%20Prj/Testfire/demo.testfire.net/survey_questions8abe.html	(from https://demo.testfire.net/survey_questions.jsp?step=d)
